consumer_complaint_narrative,product,issue,company_name,date_received,clean_text,word_count,lda_topic,nmf_topic
"XXXX XXXX XXXX has been mailing me bills for years that is not mine. I have returned to sender items and written that it is not mine as I AM NOT XXXX XXXX. 

I have moved XXXX times and the debt has followed. They recently reported it to the credit bureaus and negatively effected my credit. I disputed it. The company continues to bill me. This needs to be removed from all three bureaus and they need to cease mailing me.",Debt collection,Attempts to collect debt not owed,ERC,4/24/2019,has been mailing bills for years that not mine have returned sender items and written that not mine not have moved times and the debt has followed they recently reported the credit bureaus and negatively effected credit disputed the company continues bill this needs removed from all three bureaus and they need cease mailing,54,1,4
"ERC changed my billing address to my employers address, then mailed a bill to my employers address. The A/P department at my employer opened the letter and read and reviewed the invoice. When they determined it was not company related, then then emailed it to me. So basically they provided my information of a past due, disputed bill to my employer which embarrassed me and divulged my information to my employer and coworkers.",Debt collection,Threatened to contact someone or share information improperly,ERC,8/28/2020,erc changed billing address employers address then mailed bill employers address the department employer opened the letter and read and reviewed the invoice when they determined was not company related then then emailed basically they provided information past due disputed bill employer which embarrassed and divulged information employer and coworkers,50,2,4
THERE ARE SEVERAL INCORRECT ITEAM LISTED ON MY REPORT WITH A FAMILY MEMBER NAME NOT MY OWN. I HAVE CONTACT CREDIT BREAU IM NOT GETTING ANY HELP. IM TRYING TO GET A HOME WITHIN THE NEXT 30 DAYS IN BY THIS INCORRECT INFORMATION BEING ON MY ACCCOUNT IS HOLDING ME BACK,Credit reporting,Incorrect information on credit report,ERC,1/2/2016,there are several incorrect iteam listed report with family member name not own have contact credit breau not getting any help trying get home within the next days this incorrect information being acccount holding back,35,2,1
"My Credit report shows : "" Paid. Closed. '' ( This language INACCURATELY represents the account, as the account has actually been "" Paid In Full. '' Moreover, ERC ( Company filing complaint against ) has even provided a letter showing so. Please see text copied from original PDF below : In addition, I have requested the account be RECALLED and DELETED from my credit report. The Original Creditor has also confirmed the balance as XXXX DOLLARS. 

PDF Text of Payment Letter : XXXX XXXX XXXX Mispelled first name ; should be XXXX XXXX XXXX XXXX XXXX XXXX XXXX, AR XXXX XXXX XXXX XXXX. 
XXXX, FL XXXX ( XXXX ) XXXX www.ercbpo.com/help Office Hours ( Eastern Time ) : XXXX XXXX XXXX XXXX M Th XXXX XXXX   XXXX XXXX  F XXXX XXXX XXXX XXXX Sat. 
Creditor : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Account # : XXXX Balance Paid : {$410.00} Reference # : XXXX XXXX XXXX : This is to inform you that we have received payment ( s ) totaling {$410.00}. Your last payment was received in our office on XX/XX/2017. The above referenced account is paid in full. 
This agreement is contingent upon the successful clearance of all payment ( s ) made towards this offer ; if any payment ( s ) made as part of this agreement fail to clear, this letter will be null and void. 
XXXX XXXX, XXXX XXXX XXXX XXXX  XXXX","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,5/1/2020,credit report shows paid closed this language inaccurately represents the account the account has actually been paid full moreover erc company filing complaint against has even provided letter showing please see text copied from original pdf below addition have requested the account recalled and deleted from credit report the original creditor has also confirmed the balance dollars pdf text payment letter mispelled first name should office hours eastern time sat creditor account balance paid reference this inform you that have received payment totaling your last payment was received our office the above referenced account paid full this agreement contingent upon the successful clearance all payment made towards this offer any payment made part this agreement fail clear this letter will null and void,123,2,4
I have never had an account with this company nor have I entered into an agreement to pay them. This item is reporting in violation of the FCRA as well as the fair debt collection practices act section 807-8,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,3/9/2018,have never had account with this company nor have entered into agreement pay them this item reporting violation the fcra well the fair debt collection practices act section,28,5,3
I have a collection from the Enhanced Recovery Corp with XXXX XXXX XXXX. I have paid the debt to {$0.00} balance and it is marked as closed but I was told it would be removed from my credit report. Thank you for the awesome work you all do!,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,8/11/2017,have collection from the enhanced recovery corp with have paid the debt balance and marked closed but was told would removed from credit report thank you for the awesome work you all,32,2,4
"I check my credit scores frequently via XXXX XXXX and noticed a few days ago a significant drop on my XXXX score - +30 points drop. I filed a complaint with XXXX and quickly got a reply that the {$59.00} dollar amount with a Florida collections agency representing XXXX was erroneous and was supposed removed. 

I'm checking my scores now and the drop is still on my XXXX report. 

This erroneous "" collection '' has damaged my credit for NO REASON. 

What recourse do I have? 

Current File File Number : XXXX Report Date : XX/XX/2020 Name : XXXX XXXX XXXX Address : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, OR XXXX Thanks! XXXX XXXX XXXX XXXX","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,5/6/2020,check credit scores frequently via and noticed few days ago significant drop score points drop filed complaint with and quickly got reply that the dollar amount with florida collections agency representing was erroneous and was supposed removed checking scores now and the drop still report this erroneous collection has damaged credit for reason what recourse have current file file number report date name address thanks,65,2,4
"I contacted the creditor Enhanced Recovery collection ( ERC ) to pay off the balance for the amount of XXXX. We had an agreement such that the account would be removed from my credit report after paying off the balance in full. This payment was made in 2020. I just thoroughly reviewed my credit report from all three credit bureaus only to find that not only was it not removed from my report but also that it contains conflicting information on my payment status. I paid this in full but on my XXXX report, the account status states that it was paid in full for less than full balance. XXXX it show the account was paid off. All in all, I paid the account off and the agreement wasn't followed to remove account from my credit report from ALL credit reporting agencies after I agreed to pay the account off.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,5/15/2022,contacted the creditor enhanced recovery collection erc pay off the balance for the amount had agreement such that the account would removed from credit report after paying off the balance full this payment was made just thoroughly reviewed credit report from all three credit bureaus only find that not only was not removed from report but also that contains conflicting information payment status paid this full but report the account status states that was paid full for less than full balance show the account was paid off all all paid the account off and the agreement wasn followed remove account from credit report from all credit reporting agencies after agreed pay the account off,114,2,4
"XXXX  IS UNAVAILABLE TO ME ONLINE DUE TO A COMPUTER GLITCH OF THEIRS..IT WOULD BE GREAT IF THEY KNEW HOW TO GENERATE SECURITY QUESTIONS SO I COULD USE THE SERVICE. 
THERFOR I OFFER THE FOLLOWING COMPLAINT : CREDITOR XXXX   COLLECTOR ENHANCED RECOVERY COMPANY HAS DEFRAUDED ME.I PAID XXXX DOLLARS UNDER A DURESS SETTLEMENT THAT I SHOULD HAVE PAID NOTHING. 
XXXX AT TIME OF SALE /SERVICE INTENTIONALLY WILLFULLY DEFRAUDED ME AND VIOLATED THE IMPLIED WARRANTIES LAWS OF CALIFORNIA . 
DUE TO THE UNDISCLOSED LACK OF CELL TOWER COVERAGE IN MY AREA XXXX SERVICE WAS DROPPED CALLS, INTERFERENCE, MISSED MESSAGES AND JUST GENERALLY FAILURE PRONE.SINCE XXXX KNEW THIS THEY SHOULD HAVE NEVER SOLD ME THE REASONABLE EXPECTATION OF ADEQUATE SERVICE. 
I WOULD LIKE THIS ERC ACCOUNT DELETED FROM ALL CREDIT BUREAUS.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,10/19/2019,unavailable online due computer glitch theirs would great they knew how generate security questions could use the service therfor offer the following complaint creditor collector enhanced recovery company has defrauded paid dollars under duress settlement that should have paid nothing time sale service intentionally willfully defrauded and violated the implied warranties laws california due the undisclosed lack cell tower coverage area service was dropped calls interference missed messages and just generally failure prone since knew this they should have never sold the reasonable expectation adequate service would like this erc account deleted from all credit bureaus,96,1,1
"I paid this account in full 5 years ago I have sent many disputes and many requests for a Goodwill correction but ENHANCED RECOVERY COMPANY LLC continuously refuses to correct the tradeline on my credit report it does reflect a XXXX balance but it is listed as a derogatory account it needs to be corrected to current closed as it has not been derogatory for three years right now and trying to close on a mortgage and it is seriously inhibiting my ability to finalize the loan. My closing date is XX/XX/XXXX and my underwriter with the USDA said this needs to be corrected as it is. Derogatory it should be listed as current closed. 
It is against the Fair Credit Reporting Act to keep harming somebody's ability to acquire new credit by listing is satisfied account as derogatory. 
This item needs to be deleted or corrected. 
I have the tempted many phone calls letters and disputes enhanced recovery collections is blatantly being vindictive despite the fact that this account was paid in full and has not been in collections for 5 years.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,6/17/2020,paid this account full years ago have sent many disputes and many requests for goodwill correction but enhanced recovery company llc continuously refuses correct the tradeline credit report does reflect balance but listed derogatory account needs corrected current closed has not been derogatory for three years right now and trying close mortgage and seriously inhibiting ability finalize the loan closing date and underwriter with the usda said this needs corrected derogatory should listed current closed against the fair credit reporting act keep harming somebody ability acquire new credit listing satisfied account derogatory this item needs deleted corrected have the tempted many phone calls letters and disputes enhanced recovery collections blatantly being vindictive despite the fact that this account was paid full and has not been collections for years,128,2,4
"After seeing a collection report to my credit file I hurried and called this company, never got anything in the mail, I was told I owe and if I took care of it, they would remove it. I took care of it and it is still reporting. I don't know if it's just the credit bureaus just not doing there job. Please help","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,9/6/2022,after seeing collection report credit file hurried and called this company never got anything the mail was told owe and took care they would remove took care and still reporting don know just the credit bureaus just not doing there job please help,43,3,1
"Did not Identify themselves, nor give a name, said that it was attempt to collect a debt, called me at work, and said it was for XXXX in which I have not had in 7 or eight years.",Debt collection,Communication tactics,ERC,1/29/2016,did not identify themselves nor give name said that was attempt collect debt called work and said was for which have not had eight years,25,3,5
"To : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FL XXXX ( XXXX ) XXXX From : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX PA XXXX RE : Debt Validation Request Per Section 809 ( FDCPA ) To Whom It May Concern please be advised that this is not a refusal to pay, but a notice that your claim is being disputed and validation is requested. Under the Fair Debt collection Practices Act ( FDCPA ), I have the right to request validation of the debt that you say I owe you. I am requesting proof that I am indeed the party you are asking to pay this debt, and is there some contractual obligation that is binding on me to pay this alleged debt. Prove to me beyond a reasonable doubt that I have a signed contract with your company XXXX XXXX XXXX agreeing to pay this assigned debt. Please prove that you are the original creditor. This is NOT a request for verification or proof of my mailing address, nor is it a request for ownership of legal rights to a debt but a request for VALIDATION made pursuant to 15 USC 1692g Sec. 809 ( b ) of the FDCPA. I hereby order you and respectfully request that your offices provide me with competent evidence that I have any legal obligation to pay you. At this time I will also inform you that if your offices have or continue to report invalidated information to any of the three major credit bureaus ( XXXX, XXXX, XXXX XXXX ), this action might constitute fraud under both federal and state laws. Due to this fact, if any negative mark is found or continues to report on any of my credit reports by your company or the company you represent, I will not hesitate in bringing legal action against you and your client for the following : Violation of the Fair Debt Collection Practices Act and Defamation of Character. I am sure your legal staff will agree that non-compliance with this request could put your company in serious legal trouble with the FTC and other state or federal agencies. If your offices are able to provide the proper documentation as requested in the following declaration, I will require 30 days to investigate this information and during such time all collection activity must cease and desist. Also, during this validation period, if any action is taken which could be considered detrimental to any of my credit reports, I will consult with my legal counsel for a civil suit. This includes any listing of any information to a credit-reporting repository that could be inaccurate or invalidated. If your offices fail to respond to this validation request and fail to prove that you are the original creditor with proof of a signed agreement within 30 days from the date of your receipt, all references to this account must be deleted and completely removed from my credit report and a copy of such deletion request shall be sent to me immediately. It would be advisable that you and your client assure that your records are in order before I am forced to take legal action. Regards XXXX XXXX XXXX cc Federal Trade Commission XXXX XXXX XXXX XXXX XXXX XXXX",Debt collection,Communication tactics,ERC,1/18/2018,from debt validation request per section fdcpa whom may concern please advised that this not refusal pay but notice that your claim being disputed and validation requested under the fair debt collection practices act fdcpa have the right request validation the debt that you say owe you requesting proof that indeed the party you are asking pay this debt and there some contractual obligation that binding pay this alleged debt prove beyond reasonable doubt that have signed contract with your company agreeing pay this assigned debt please prove that you are the original creditor this not request for verification proof mailing address nor request for ownership legal rights debt but request for validation made pursuant usc sec the fdcpa hereby order you and respectfully request that your offices provide with competent evidence that have any legal obligation pay you this time will also inform you that your offices have continue report invalidated information any the three major credit bureaus this action might constitute fraud under both federal and state laws due this fact any negative mark found continues report any credit reports your company the company you represent will not hesitate bringing legal action against you and your client for the following violation the fair debt collection practices act and defamation character sure your legal staff will agree that non compliance with this request could put your company serious legal trouble with the ftc and other state federal agencies your offices are able provide the proper documentation requested the following declaration will require days investigate this information and during such time all collection activity must cease and desist also during this validation period any action taken which could considered detrimental any credit reports will consult with legal counsel for civil suit this includes any listing any information credit reporting repository that could inaccurate invalidated your offices fail respond this validation request and fail prove that you are the original creditor with proof signed agreement within days from the date your receipt all references this account must deleted and completely removed from credit report and copy such deletion request shall sent immediately would advisable that you and your client assure that your records are order before forced take legal action regards federal trade commission,373,5,3
"I open an account with XXXX in XXXX and it went delinquent in XXXX. This was placed on my credit report in XXXX. I was contacted by diversified consultant about paying this account but they were never willing to negotiate. Now a new collection debt agency has taken over the account and reported this to the credit report bureaus as an account that went delinquent in XX/XX/XXXX. This has affected my XXXX XXXX and I need them to report this information correctly to all Credit Report Bureau. 

The account with XXXX was opened in XXXX and it went delinquent in XXXX not XXXX.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,3/3/2020,open account with and went delinquent this was placed credit report was contacted diversified consultant about paying this account but they were never willing negotiate now new collection debt agency has taken over the account and reported this the credit report bureaus account that went delinquent this has affected and need them report this information correctly all credit report bureau the account with was opened and went delinquent not,69,2,1
XXXX XXXX falsely claimed to a collection agency XXXX XXXX XXXX that I owe them {$100.00} from 2015 citing an account number that is not mine. I still have a different XXXX XXXX account number with a zero balance on automatic payments. I believe XXXX XXXX is either negligent or engaging in illegal business practices to try and force me to pay them money they are not owed.,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,2/8/2018,falsely claimed collection agency that owe them from citing account number that not mine still have different account number with zero balance automatic payments believe either negligent engaging illegal business practices try and force pay them money they are not owed,41,2,5
"Enhanced Recovery Company LLC continues to violate the Fair Debt Reporting Act and the Fair Debt Collection Act. Enhanced Recovery Company LLC willfully and willing re-aged this alleged debt knowing violating the consumer laws for the FDRA and the FDCA.

Re-aging a alleged debt is illegal.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,9/6/2020,enhanced recovery company llc continues violate the fair debt reporting act and the fair debt collection act enhanced recovery company llc willfully and willing aged this alleged debt knowing violating the consumer laws for the fdra and the fdca aging alleged debt illegal,43,4,3
I had a sprXXXXnt account back in XXXX which was paid in full. Now suddenly XXXX is reporting a collection account in my name recently. The information provided on the credit report is inaccurate. I did not have a sprint account In XXXX. I need this information removed immediately. And sprint has failed to provide documents showing I had a XXXX  account in XXXX.,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,1/20/2021,had sprxxxxnt account back which was paid full now suddenly reporting collection account name recently the information provided the credit report inaccurate did not have sprint account need this information removed immediately and sprint has failed provide documents showing had account,41,2,3
"I have reached out to XXXX and Enhanced Recovery on multiple occasions, through several different avenues, throughout this past year in attempt to dispute the following information that appears on my XXXX or XXXX and/or XXXX XXXX report ( XXXX ) : * Date of Last Activity * Date Reported * Date Opened * Closed Date * Last Payment However, this inaccurate information is still being verified and reported by XXXX and the credit bureaus each month. The information can not be both valid and different. Each bureau is reporting different data in each category. I request the XXXX account XXXX be removed immediately from my credit report with XXXX XXXX XXXX XXXX and XXXX XXXX XXXX is in direct violation of my rights under FCRA by reporting inaccurately. 

Also when attempting to make contact in order to resolve my concern, XXXX refuses to assist and forwards me to Enhanced Recovery Company. When I contact Enhance Recovery, they inform me that XXXX is reporting to credit bureaus not ERC, therefor they can not assist with the inaccurate reporting. An ERC representative on the phone informed me they do not report data to credit agencies, they collect only and the information being provided is coming from XXXX XXXX. I have been sent back and forth between the two companies with no resolve. 

I can not verify or validate any of the information on my credit report concerning XXXX. I have contacted XXXX on several occasions but XXXX refuses to report accurately. 

I request account XXXX be deleted immediately from my credit report.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,12/3/2022,have reached out and enhanced recovery multiple occasions through several different avenues throughout this past year attempt dispute the following information that appears and report date last activity date reported date opened closed date last payment however this inaccurate information still being verified and reported and the credit bureaus each month the information can not both valid and different each bureau reporting different data each category request the account removed immediately from credit report with and direct violation rights under fcra reporting inaccurately also when attempting make contact order resolve concern refuses assist and forwards enhanced recovery company when contact enhance recovery they inform that reporting credit bureaus not erc therefor they can not assist with the inaccurate reporting erc representative the phone informed they not report data credit agencies they collect only and the information being provided coming from have been sent back and forth between the two companies with resolve can not verify validate any the information credit report concerning have contacted several occasions but refuses report accurately request account deleted immediately from credit report,177,3,4
"InXX/XX/XXXXXX/XX/XXXX I opened a XXXX account at the XXXX XXXX Location to buy a set of Cribs for my Sister in Laws ' baby shower for her XXXX. I opened this account because they sent me a {$1000.00} credit limit credit card in the mail. We spent about {$390.00} for the 2 cribs and one other item. We agreed to pay about {$94.00} a month for 4 months. We never recieved a paper copy of this contract. On Friday XX/XX/XXXX I called to make a payment. I asked the person how much was owed and he informed me that one of the payments was passed due but not 30 days past due. He told me that 2 payments were due. I asked him to take one payment, on a recorded line, on my debit card and that I would call the following week to bring the account current. When the charge came through my bank, I realized he had in fact charged us 2 payments and the amount taken was {$190.00}. I called back the very same day and explained to the person I spoke with that I authorized them to charge me only one payment and not 2 payments and the representative charged us 2 payments. He assured me that he would issue a refund and that the refund would come back to us the following week 3-5 business days later. He then informed me that because he issued a refund the account would be passed due unless I paid an additional payment. So I paid an additional payment with the understanding that the refund would be issued the following week. He also informed me that my bank account would not show the new charge until Monday XX/XX/XXXX because the business day had closed by then. So Monday, XX/XX/XXXX the third charge of {$100.00} was taken out of our ccount. No refund was ever issued for these 3 payments. I called the company on a weekly and sometimes daily frequency to get the refund issued and was passed from representative to representative over the course of the next several months and the refund was still never issued. Because of this triple charge other things on the account were not able to be paid and there were overdraft fees and a whole bunch of problems with our bank because of these charges that were never authorized. I eventually had to contact XXXX XXXX XXXX XXXX ( my bank ) and ask them to pursue the company for the triple charge. A dispute was filed, and eventually XXXX was forced to issue the refund. Once they finally issued the refund several months later at the end of XX/XX/XXXX, the dipute was lifted and I paid the account to current in 2 payments of {$210.00} on XX/XX/XXXX, and XX/XX/XXXX to close the account. Once the dispute was complete, they penalized me by reporting to all 3 credit bureaus that my account was 90 days, and 60 days past due even though there was an active dipuste ( This is account FTC laws as I understand them ). This has prevented us from being able to get a mortgage and highly impacted my credit scores. However, this was not the end of the issue. We were unaware that they reported this account 90-60 days past due as this showed up on our credit later, and we got another account with them. They had to run our credit again and gave us a different credit limit and opened a new account on our credit reports. This new account was paid earlier than agreed and closed in XX/XX/XXXX, yet it is still reporting open and with late payments. The current account that is reporting that it was 90 days and 60 days late was in fact opened in XX/XX/XXXX. How is it possible for it to have been 90 days late and 60 days late in XXXX, XXXX, XXXX, and XX/XX/XXXX if it wasn't opened in XX/XX/XXXX? I have approached the company asking them to coorect these various issues. Each time I call I am given a different answer, I called once they told me it would be deleted within 3-5 business days, then I was told they can't delete it because it was in fact late even though there was an open dispute, then they told me they would escalate it and return my call, and each time the account remains the same and now when I call they transfer me directly to a voicemail and my call is never returned. I have disputed this account on the credit beruaes to no avail.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,6/7/2020,inxx opened account the location buy set cribs for sister laws baby shower for her opened this account because they sent credit limit credit card the mail spent about for the cribs and one other item agreed pay about month for months never recieved paper copy this contract friday called make payment asked the person how much was owed and informed that one the payments was passed due but not days past due told that payments were due asked him take one payment recorded line debit card and that would call the following week bring the account current when the charge came through bank realized had fact charged payments and the amount taken was called back the very same day and explained the person spoke with that authorized them charge only one payment and not payments and the representative charged payments assured that would issue refund and that the refund would come back the following week business days later then informed that because issued refund the account would passed due unless paid additional payment paid additional payment with the understanding that the refund would issued the following week also informed that bank account would not show the new charge until monday because the business day had closed then monday the third charge was taken out our ccount refund was ever issued for these payments called the company weekly and sometimes daily frequency get the refund issued and was passed from representative representative over the course the next several months and the refund was still never issued because this triple charge other things the account were not able paid and there were overdraft fees and whole bunch problems with our bank because these charges that were never authorized eventually had contact bank and ask them pursue the company for the triple charge dispute was filed and eventually was forced issue the refund once they finally issued the refund several months later the end the dipute was lifted and paid the account current payments and close the account once the dispute was complete they penalized reporting all credit bureaus that account was days and days past due even though there was active dipuste this account ftc laws understand them this has prevented from being able get mortgage and highly impacted credit scores however this was not the end the issue were unaware that they reported this account days past due this showed our credit later and got another account with them they had run our credit again and gave different credit limit and opened new account our credit reports this new account was paid earlier than agreed and closed yet still reporting open and with late payments the current account that reporting that was days and days late was fact opened how possible for have been days late and days late and wasn opened have approached the company asking them coorect these various issues each time call given different answer called once they told would deleted within business days then was told they can delete because was fact late even though there was open dispute then they told they would escalate and return call and each time the account remains the same and now when call they transfer directly voicemail and call never returned have disputed this account the credit beruaes avail,550,2,1
XXXX has not updated the account owned by ENHANCED RECOVERY COMPANY.it has been investigated and this account was removed completely from my report. Please can you please remove it to. Please dont close it. Please remove it I read closed account can have negative impact on credit report. Im trying very hard to fix my credit. I disputed this on XX/XX/19. Dispute report # is XXXX,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,ERC,9/20/2019,has not updated the account owned enhanced recovery company has been investigated and this account was removed completely from report please can you please remove please dont close please remove read closed account can have negative impact credit report trying very hard fix credit disputed this dispute report,48,1,5
"Enhanced recovery erroneously created a 1-month debt collection on my XXXX   credit report. I discovered this while applying for a home loan. They put on as a debt in XXXX and said it was paid in XXXX. Leaving on my XXXX Credit report. I am requesting that this company immediately delete this entry in my report. 

6. ENHANCED RECOVERY CO XXXX XXXX XXXX ) Decode XXXX I XXXX XXXX XXXX CLOSED XXXX CURRENT XXXX XXXX XXXX XXXX XXXX XXXX Hist : XXXX XXXX CLSD XXXX APP Ctgy : COLLECTION Term : 1 MO ACCT SUBMITTED TO COLLECTION PAID 14. ENHANCED RECOVERY CO L ( XXXX ) ( XXXX ) XXXX, XXXX XXXX XXXX, XXXX, FL XXXX",Debt collection,False statements or representation,ERC,12/2/2019,enhanced recovery erroneously created month debt collection credit report discovered this while applying for home loan they put debt and said was paid leaving credit report requesting that this company immediately delete this entry report enhanced recovery decode closed current hist clsd app ctgy collection term acct submitted collection paid enhanced recovery,52,2,1
Phone service was suppose to be disconnected. Because I was lied to about services offered. They waited longer period of time to disconnect and then wanted to charge me more.,Debt collection,False statements or representation,ERC,8/19/2016,phone service was suppose disconnected because was lied about services offered they waited longer period time disconnect and then wanted charge more,22,2,1
Enhanced recovery corporation has been trying to collect a debt on behalf of XXXX. The issue is this debt is well over 7 years old and several times throughout the past few years enhanced recovery renews it and restarts the clock. I have had 0 communication with the company during this time and need these removed permanently from my report. I have disputed them in the past and has them removed only to have them come back with a new open date.,Debt collection,False statements or representation,ERC,7/9/2020,enhanced recovery corporation has been trying collect debt behalf the issue this debt well over years old and several times throughout the past few years enhanced recovery renews and restarts the clock have had communication with the company during this time and need these removed permanently from report have disputed them the past and has them removed only have them come back with new open date,66,1,4
"ERC Collection Creditor Phone Number XXXX XXXX XXXX XXXX Creditor Address XXXX XXXX XXXX XXXX, FL XXXX This company has re-aged a collection account. The date opened is being reported as XX/XX/XXXX however, this account was placed for collection with the Original Creditor - XXXX - in XX/XX/XXXX. This is a clear violation of FCRA laws.",Debt collection,False statements or representation,ERC,9/18/2017,erc collection creditor phone number creditor address this company has aged collection account the date opened being reported however this account was placed for collection with the original creditor this clear violation fcra laws,34,2,4
"Enhanced Recovery collection is reporting on my credit reports a bill, that has been on my credit reports on and off for over 20 YEARS. The account # XXXX first appeared on my credit report in XXXX XXXX with XXXX. 

It was then sold to XXXX XXXX and re reported with account # XXXX in XXXX of XXXX. 

It was then sold to XXXX and re reported with account # XXXX in XXXX XXXX. 

It was then sold to XXXX XXXX and re reported with account # XXXX in XXXX XXXX. 

It was then sold to XXXX XXXX and re reported with account # XXXX in XXXX XXXX. 

It was then sold to XXXX. XXXX XXXX and re reported with account # XXXX in XXXX XXXX. 

It has now been sold to Enhanced Recovery Collections with the account # XXXX in XXXX XXXX and updated by Enhanced Recovery Collections in XXXX XXXX.",Debt collection,False statements or representation,ERC,7/1/2015,enhanced recovery collection reporting credit reports bill that has been credit reports and off for over years the account first appeared credit report with was then sold and reported with account was then sold and reported with account was then sold and reported with account was then sold and reported with account was then sold and reported with account has now been sold enhanced recovery collections with the account and updated enhanced recovery collections,74,4,4
"On XXXX/XXXX/16 ERC ( a collection company in XXXX FL ) sent a collection letter to my California home address, with a name similar to mine ( with incorrect spelling ), claiming that I owe a debt for services never solicited or rendered. I have never had XXXX XXXX XXXX services at my home. For the past 8 years my landlord has provided all utilities ( including our XXXX XXXX XXXX XXXX cable services ) in her name. I am concerned about fraud on the part of ERC, XXXX XXXX XXXX or an unidentified third party individual. ERC states in the bill sent to my address that these charges will be validated if I fail to respond within 30 days. This is not my debt.",Debt collection,False statements or representation,ERC,11/15/2016,erc collection company sent collection letter california home address with name similar mine with incorrect spelling claiming that owe debt for services never solicited rendered have never had services home for the past years landlord has provided all utilities including our cable services her name concerned about fraud the part erc unidentified third party individual erc states the bill sent address that these charges will validated fail respond within days this not debt,73,1,4
"XXXX and Enhanced Recovery. I was a XXXX customer for years while living in XXXX. In XXXX, I moved to XXXX and the phone service basically did not work. For 6 months I complained to the company about the dropped calls and no service and there was nothing they did. I kept asking to be let out of the contract so I can get a different phone company because their service did not work well or sometime NOT AT ALL in XXXX at that time. XXXX breached the contract because they did not provide the service I was paying for. I stopped paying for the service because I was not getting any service. They should not be able to charge me for service they could not provide. I was not going to continue to pay for service that I was not receiving. This was in XXXX and this year, their collection agency re-put this on my credit. XXXX would not remove this from my report. This is not fair that a company can keep putting a claim on my account when they are the cause of the cost.",Debt collection,False statements or representation,ERC,12/27/2019,and enhanced recovery was customer for years while living moved and the phone service basically did not work for months complained the company about the dropped calls and service and there was nothing they did kept asking let out the contract can get different phone company because their service did not work well sometime not all that time breached the contract because they did not provide the service was paying for stopped paying for the service because was not getting any service they should not able charge for service they could not provide was not going continue pay for service that was not receiving this was and this year their collection agency put this credit would not remove this from report this not fair that company can keep putting claim account when they are the cause the cost,138,2,1
This company is reporting this incorrect debt under two different company names using same address out of XXXX fl. XXXX XXXX and XXXX XXXX. They are also reporting the account is less than a year old under XXXX XXXX  and 3 years old under XXXX XXXX. The original account was with XXXX more than 15 yrs ago when XXXX  bought XXXX. The account has been closed more than 7yrs because of charges by XXXX that were incorrect which lead to the termination of relationship with XXXX.,Debt collection,False statements or representation,ERC,1/21/2019,this company reporting this incorrect debt under two different company names using same address out and they are also reporting the account less than year old under and years old under the original account was with more than yrs ago when bought the account has been closed more than yrs because charges that were incorrect which lead the termination relationship with,61,2,4
Years ago I had a cell phone account with XXXX XXXX XXXX. I went through the proper steps to close the account and moved to a different provider. XXXX XXXX XXXX continued to send me bills for service in which I had ended. I repeatedly called their customer service and they would say it has been resolved. Years later I continued getting a bill saying I owed for service in which I did not have. I learned later that XXXX XXXX XXXX has class action suits against them for the same practices. Eventually they turned my bill over to a collection agency in which I have zero correspondence. It shows on my credit report.. XXXX XXXX XXXX has XXXX tactics and poor customer service. If they were to pull up the account for the dates years ago they would see that there was no active account and no activity on the account. I think with research it will be found that XXXX XXXX XXXX has done this with many others.,Debt collection,False statements or representation,ERC,1/23/2018,years ago had cell phone account with went through the proper steps close the account and moved different provider continued send bills for service which had ended repeatedly called their customer service and they would say has been resolved years later continued getting bill saying owed for service which did not have learned later that has class action suits against them for the same practices eventually they turned bill over collection agency which have zero correspondence shows credit report has tactics and poor customer service they were pull the account for the dates years ago they would see that there was active account and activity the account think with research will found that has done this with many others,119,2,1
ERC is fraudulently reporting my credit information and re-aging my account. They are fraudulently reporting the account as being 1yr and 11months old when in fact the account is close to 6 years old in order to prevent the account from closing due to reaching statute of limitations.,Debt collection,False statements or representation,ERC,1/14/2017,erc fraudulently reporting credit information and aging account they are fraudulently reporting the account being and months old when fact the account close years old order prevent the account from closing due reaching statute limitations,35,5,4
